superscaffold	index	scaffold	scaffold.length	start	end
Super_Scaffold0	1646	NW_VBSM01001678.1	3677	35715813	35719490
Super_Scaffold0	1647	NW_VBSM01001679.1	2046	35720490	35722536
Super_Scaffold0	1648	NW_VBSM01001680.1	1856	35723536	35725392
Super_Scaffold0	1649	NW_VBSM01001682.1	2353	35726392	35728745
Super_Scaffold0	1650	NW_VBSM01001683.1	1061	35729745	35730806
Super_Scaffold0	1651	NW_VBSM01001684.1	1497	35731806	35733303
Super_Scaffold0	1652	NW_VBSM01001685.1	2671	35734303	35736974
Super_Scaffold0	1653	NW_VBSM01001686.1	1054	35737974	35739028
Super_Scaffold0	1654	NW_VBSM01001687.1	1667	35740028	35741695
Super_Scaffold0	1655	NW_VBSM01001688.1	1424	35742695	35744119
Super_Scaffold0	1656	NW_VBSM01001689.1	1207	35745119	35746326
Super_Scaffold0	1657	NW_VBSM01001690.1	1744	35747326	35749070
Super_Scaffold0	1658	NW_VBSM01001691.1	2957	35750070	35753027
Super_Scaffold0	1659	NW_VBSM01001692.1	1031	35754027	35755058
Super_Scaffold0	1660	NW_VBSM01001693.1	1015	35756058	35757073
Super_Scaffold0	1661	NW_VBSM01001694.1	1196	35758073	35759269
Super_Scaffold0	1662	NW_VBSM01001695.1	1060	35760269	35761329
Super_Scaffold0	1663	NW_VBSM01001696.1	1649	35762329	35763978
Super_Scaffold0	1664	NW_VBSM01001697.1	1541	35764978	35766519
Super_Scaffold0	1665	NW_VBSM01001698.1	1152	35767519	35768671
Super_Scaffold0	1666	NW_VBSM01001699.1	1781	35769671	35771452
Super_Scaffold0	1667	NW_VBSM01001700.1	1350	35772452	35773802
Super_Scaffold0	1668	NW_VBSM01001701.1	1892	35774802	35776694
Super_Scaffold0	1669	NW_VBSM01001702.1	2656	35777694	35780350
Super_Scaffold0	1670	NW_VBSM01001703.1	326862	35781350	36108212
Super_Scaffold0	1671	NW_VBSM01001704.1	1003	36109212	36110215
Super_Scaffold0	1672	NW_VBSM01001705.1	1311	36111215	36112526
Super_Scaffold0	1673	NW_VBSM01001706.1	1307	36113526	36114833
Super_Scaffold0	1674	NW_VBSM01001707.1	1092	36115833	36116925
Super_Scaffold0	1675	NW_VBSM01001708.1	217975	36117925	36335900
Super_Scaffold0	1676	NW_VBSM01001709.1	1477	36336900	36338377
Super_Scaffold0	1677	NW_VBSM01001710.1	1170	36339377	36340547
Super_Scaffold0	1678	NW_VBSM01001711.1	1128	36341547	36342675
Super_Scaffold0	1679	NW_VBSM01001712.1	2475	36343675	36346150
Super_Scaffold0	1680	NW_VBSM01001713.1	2835	36347150	36349985
Super_Scaffold0	1681	NW_VBSM01001714.1	1196	36350985	36352181
Super_Scaffold0	1682	NW_VBSM01001715.1	2331	36353181	36355512
Super_Scaffold0	1683	NW_VBSM01001716.1	1258	36356512	36357770
Super_Scaffold0	1684	NW_VBSM01001717.1	5479	36358770	36364249
Super_Scaffold0	1685	NW_VBSM01001718.1	1777	36365249	36367026
Super_Scaffold0	1686	NW_VBSM01001719.1	1724	36368026	36369750
Super_Scaffold0	1687	NW_VBSM01001720.1	1089	36370750	36371839
Super_Scaffold0	1688	NW_VBSM01001721.1	2133	36372839	36374972
Super_Scaffold0	1689	NW_VBSM01001722.1	2611	36375972	36378583
Super_Scaffold0	1690	NW_VBSM01001723.1	1553	36379583	36381136
Super_Scaffold0	1691	NW_VBSM01001724.1	1542	36382136	36383678
Super_Scaffold0	1692	NW_VBSM01001725.1	1008	36384678	36385686
Super_Scaffold0	1693	NW_VBSM01001726.1	1032	36386686	36387718
Super_Scaffold0	1694	NW_VBSM01001727.1	1021	36388718	36389739
Super_Scaffold0	1695	NW_VBSM01001728.1	1197	36390739	36391936
Super_Scaffold0	1696	NW_VBSM01001729.1	1019	36392936	36393955
Super_Scaffold0	1697	NW_VBSM01001730.1	78392	36394955	36473347
Super_Scaffold0	1698	NW_VBSM01001731.1	3870	36474347	36478217
Super_Scaffold0	1699	NW_VBSM01001732.1	1657	36479217	36480874
Super_Scaffold0	1700	NW_VBSM01001733.1	1047	36481874	36482921
Super_Scaffold0	1701	NW_VBSM01001734.1	1844	36483921	36485765
Super_Scaffold0	1702	NW_VBSM01001735.1	1105	36486765	36487870
Super_Scaffold0	1703	NW_VBSM01001736.1	2550	36488870	36491420
Super_Scaffold0	1704	NW_VBSM01001737.1	1527	36492420	36493947
Super_Scaffold0	1705	NW_VBSM01001738.1	1115	36494947	36496062
Super_Scaffold0	1706	NW_VBSM01001739.1	1321	36497062	36498383
Super_Scaffold0	1707	NW_VBSM01001740.1	1072	36499383	36500455
Super_Scaffold0	1708	NW_VBSM01001741.1	2880	36501455	36504335
Super_Scaffold0	1709	NW_VBSM01001742.1	1171	36505335	36506506
Super_Scaffold0	1710	NW_VBSM01001743.1	2690	36507506	36510196
Super_Scaffold0	1711	NW_VBSM01001744.1	1021	36511196	36512217
Super_Scaffold0	1712	NW_VBSM01001745.1	6383	36513217	36519600
Super_Scaffold0	1713	NW_VBSM01001746.1	1279	36520600	36521879
Super_Scaffold0	1714	NW_VBSM01001747.1	2241	36522879	36525120
Super_Scaffold0	1715	NW_VBSM01001748.1	2041	36526120	36528161
Super_Scaffold0	1716	NW_VBSM01001749.1	1088	36529161	36530249
Super_Scaffold0	1717	NW_VBSM01001750.1	1315	36531249	36532564
Super_Scaffold0	1718	NW_VBSM01001751.1	1051	36533564	36534615
Super_Scaffold0	1719	NW_VBSM01001752.1	1192	36535615	36536807
Super_Scaffold0	1720	NW_VBSM01001753.1	3996	36537807	36541803
Super_Scaffold0	1721	NW_VBSM01001754.1	1042	36542803	36543845
Super_Scaffold0	1722	NW_VBSM01001755.1	1054	36544845	36545899
Super_Scaffold0	1723	NW_VBSM01001756.1	1142	36546899	36548041
Super_Scaffold0	1724	NW_VBSM01001757.1	1114	36549041	36550155
Super_Scaffold0	1725	NW_VBSM01001758.1	1466	36551155	36552621
Super_Scaffold0	1726	NW_VBSM01001759.1	1389	36553621	36555010
Super_Scaffold0	1727	NW_VBSM01001760.1	1837	36556010	36557847
Super_Scaffold0	1728	NW_VBSM01001761.1	1096	36558847	36559943
Super_Scaffold0	1729	NW_VBSM01001762.1	1233	36560943	36562176
Super_Scaffold0	1730	NW_VBSM01001763.1	1274	36563176	36564450
Super_Scaffold0	1731	NW_VBSM01001764.1	1668	36565450	36567118
Super_Scaffold0	1732	NW_VBSM01001765.1	2872	36568118	36570990
Super_Scaffold0	1733	NW_VBSM01001766.1	1790	36571990	36573780
Super_Scaffold0	1734	NW_VBSM01001767.1	1491	36574780	36576271
Super_Scaffold0	1735	NW_VBSM01001768.1	1216	36577271	36578487
Super_Scaffold0	1736	NW_VBSM01001769.1	1083	36579487	36580570
Super_Scaffold0	1737	NW_VBSM01001770.1	3883	36581570	36585453
Super_Scaffold0	1738	NW_VBSM01001771.1	1325	36586453	36587778
Super_Scaffold0	1739	NW_VBSM01001772.1	2865	36588778	36591643
Super_Scaffold0	1740	NW_VBSM01001773.1	1356	36592643	36593999
Super_Scaffold0	1741	NW_VBSM01001774.1	1277	36594999	36596276
Super_Scaffold0	1742	NW_VBSM01001775.1	1145	36597276	36598421
Super_Scaffold0	1743	NW_VBSM01001776.1	1806	36599421	36601227
Super_Scaffold0	1744	NW_VBSM01001777.1	1064	36602227	36603291
Super_Scaffold0	1745	NW_VBSM01001778.1	1023	36604291	36605314
Super_Scaffold0	1746	NW_VBSM01001779.1	1919	36606314	36608233
Super_Scaffold0	1747	NW_VBSM01001780.1	1215	36609233	36610448
Super_Scaffold0	1748	NW_VBSM01001781.1	1299	36611448	36612747
Super_Scaffold0	1749	NW_VBSM01001782.1	1159	36613747	36614906
Super_Scaffold0	1750	NW_VBSM01001783.1	1235	36615906	36617141
Super_Scaffold0	1751	NW_VBSM01001784.1	2014	36618141	36620155
Super_Scaffold0	1752	NW_VBSM01001785.1	4149	36621155	36625304
Super_Scaffold0	1753	NW_VBSM01001786.1	2831	36626304	36629135
Super_Scaffold0	1754	NW_VBSM01001787.1	1254	36630135	36631389
Super_Scaffold0	1755	NW_VBSM01001788.1	1000	36632389	36633389
Super_Scaffold0	1756	NW_VBSM01001789.1	2402	36634389	36636791
Super_Scaffold0	1757	NW_VBSM01001790.1	1243	36637791	36639034
Super_Scaffold0	1758	NW_VBSM01001791.1	1603	36640034	36641637
Super_Scaffold0	1759	NW_VBSM01001792.1	3424	36642637	36646061
Super_Scaffold0	1760	NW_VBSM01001793.1	2747027	36647061	39394088
Super_Scaffold0	1761	NW_VBSM01001794.1	1022	39395088	39396110
Super_Scaffold0	1762	NW_VBSM01001795.1	1244	39397110	39398354
Super_Scaffold0	1763	NW_VBSM01001796.1	2203	39399354	39401557
Super_Scaffold0	1764	NW_VBSM01001797.1	1525	39402557	39404082
Super_Scaffold0	1765	NW_VBSM01001798.1	2280	39405082	39407362
Super_Scaffold0	1766	NW_VBSM01001799.1	1703	39408362	39410065
Super_Scaffold0	1767	NW_VBSM01001800.1	1225	39411065	39412290
Super_Scaffold0	1768	NW_VBSM01001801.1	1169	39413290	39414459
Super_Scaffold0	1769	NW_VBSM01001802.1	1041	39415459	39416500
Super_Scaffold0	1770	NW_VBSM01001803.1	1459	39417500	39418959
Super_Scaffold0	1771	NW_VBSM01001804.1	1478	39419959	39421437
Super_Scaffold0	1772	NW_VBSM01001805.1	1751	39422437	39424188
Super_Scaffold0	1773	NW_VBSM01001806.1	1159	39425188	39426347
Super_Scaffold0	1774	NW_VBSM01001807.1	1480	39427347	39428827
Super_Scaffold0	1775	NW_VBSM01001808.1	1081	39429827	39430908
Super_Scaffold0	1776	NW_VBSM01001809.1	2089	39431908	39433997
Super_Scaffold0	1777	NW_VBSM01001810.1	627979	39434997	40062976
Super_Scaffold0	1778	NW_VBSM01001811.1	1872	40063976	40065848
Super_Scaffold0	1779	NW_VBSM01001812.1	2225	40066848	40069073
Super_Scaffold0	1780	NW_VBSM01001813.1	2154	40070073	40072227
Super_Scaffold0	1781	NW_VBSM01001814.1	11679	40073227	40084906
Super_Scaffold0	1782	NW_VBSM01001815.1	1921	40085906	40087827
Super_Scaffold0	1783	NW_VBSM01001816.1	6702	40088827	40095529
Super_Scaffold0	1784	NW_VBSM01001817.1	1625	40096529	40098154
Super_Scaffold0	1785	NW_VBSM01001818.1	1887	40099154	40101041
Super_Scaffold0	1786	NW_VBSM01001819.1	1533	40102041	40103574
Super_Scaffold0	1787	NW_VBSM01001820.1	1000	40104574	40105574
Super_Scaffold0	1788	NW_VBSM01001821.1	1467	40106574	40108041
Super_Scaffold0	1789	NW_VBSM01001822.1	1053	40109041	40110094
Super_Scaffold0	1790	NW_VBSM01001823.1	2445	40111094	40113539
Super_Scaffold0	1791	NW_VBSM01001824.1	2503	40114539	40117042
Super_Scaffold0	1792	NW_VBSM01001825.1	1173	40118042	40119215
Super_Scaffold0	1793	NW_VBSM01001826.1	1172	40120215	40121387
Super_Scaffold0	1794	NW_VBSM01001827.1	1208	40122387	40123595
Super_Scaffold0	1795	NW_VBSM01001828.1	1051	40124595	40125646
Super_Scaffold0	1796	NW_VBSM01001829.1	2380	40126646	40129026
Super_Scaffold0	1797	NW_VBSM01001830.1	1394	40130026	40131420
Super_Scaffold0	1798	NW_VBSM01001831.1	6097	40132420	40138517
Super_Scaffold0	1799	NW_VBSM01001832.1	3518	40139517	40143035
Super_Scaffold0	1800	NW_VBSM01001833.1	2139	40144035	40146174
Super_Scaffold0	1801	NW_VBSM01001834.1	2546	40147174	40149720
Super_Scaffold0	1802	NW_VBSM01001835.1	1024	40150720	40151744
Super_Scaffold0	1803	NW_VBSM01001836.1	1155	40152744	40153899
Super_Scaffold0	1804	NW_VBSM01001837.1	1188	40154899	40156087
Super_Scaffold0	1805	NW_VBSM01001838.1	2083	40157087	40159170
Super_Scaffold0	1806	NW_VBSM01001839.1	1118	40160170	40161288
Super_Scaffold0	1807	NW_VBSM01001840.1	1025	40162288	40163313
Super_Scaffold0	1808	NW_VBSM01001841.1	1147	40164313	40165460
Super_Scaffold0	1809	NW_VBSM01001842.1	1068	40166460	40167528
Super_Scaffold0	1810	NW_VBSM01001843.1	1084	40168528	40169612
Super_Scaffold0	1811	NW_VBSM01001844.1	1184	40170612	40171796
Super_Scaffold0	1812	NW_VBSM01001845.1	1435	40172796	40174231
Super_Scaffold0	1813	NW_VBSM01001846.1	2364	40175231	40177595
Super_Scaffold0	1814	NW_VBSM01001847.1	1781	40178595	40180376
Super_Scaffold0	1815	NW_VBSM01001848.1	1427	40181376	40182803
Super_Scaffold0	1816	NW_VBSM01001849.1	5203	40183803	40189006
Super_Scaffold0	1817	NW_VBSM01001850.1	1293	40190006	40191299
Super_Scaffold0	1818	NW_VBSM01001851.1	2106	40192299	40194405
Super_Scaffold0	1819	NW_VBSM01001852.1	1705	40195405	40197110
Super_Scaffold0	1820	NW_VBSM01001853.1	1105	40198110	40199215
Super_Scaffold0	1821	NW_VBSM01001854.1	1559	40200215	40201774
Super_Scaffold0	1822	NW_VBSM01001855.1	1328	40202774	40204102
Super_Scaffold0	1823	NW_VBSM01001856.1	1015	40205102	40206117
Super_Scaffold0	1824	NW_VBSM01001857.1	1107	40207117	40208224
Super_Scaffold0	1825	NW_VBSM01001858.1	1337	40209224	40210561
Super_Scaffold0	1826	NW_VBSM01001859.1	1438	40211561	40212999
Super_Scaffold0	1827	NW_VBSM01001860.1	1251	40213999	40215250
Super_Scaffold0	1828	NW_VBSM01001861.1	1194	40216250	40217444
Super_Scaffold0	1829	NW_VBSM01001862.1	1181	40218444	40219625
Super_Scaffold0	1830	NW_VBSM01001863.1	2770	40220625	40223395
Super_Scaffold0	1831	NW_VBSM01001864.1	1062	40224395	40225457
Super_Scaffold0	1832	NW_VBSM01001865.1	2577	40226457	40229034
Super_Scaffold0	1833	NW_VBSM01001866.1	1491	40230034	40231525
Super_Scaffold0	1834	NW_VBSM01001867.1	2278	40232525	40234803
Super_Scaffold0	1835	NW_VBSM01001868.1	2683	40235803	40238486
Super_Scaffold0	1836	NW_VBSM01001869.1	1357	40239486	40240843
Super_Scaffold0	1837	NW_VBSM01001870.1	2581	40241843	40244424
Super_Scaffold0	1838	NW_VBSM01001871.1	1479	40245424	40246903
Super_Scaffold0	1839	NW_VBSM01001872.1	3147	40247903	40251050
Super_Scaffold0	1840	NW_VBSM01001873.1	2573	40252050	40254623
Super_Scaffold0	1841	NW_VBSM01001874.1	1423	40255623	40257046
Super_Scaffold0	1842	NW_VBSM01001875.1	1258	40258046	40259304
Super_Scaffold0	1843	NW_VBSM01001876.1	1031	40260304	40261335
Super_Scaffold0	1844	NW_VBSM01001877.1	1170	40262335	40263505
Super_Scaffold0	1845	NW_VBSM01001878.1	1036	40264505	40265541
Super_Scaffold0	1846	NW_VBSM01001879.1	2089	40266541	40268630
Super_Scaffold0	1847	NW_VBSM01001880.1	1380	40269630	40271010
Super_Scaffold0	1848	NW_VBSM01001881.1	1828	40272010	40273838
Super_Scaffold0	1849	NW_VBSM01001882.1	1754	40274838	40276592
Super_Scaffold0	1850	NW_VBSM01001883.1	1263	40277592	40278855
Super_Scaffold0	1851	NW_VBSM01001884.1	1773	40279855	40281628
Super_Scaffold0	1852	NW_VBSM01001885.1	1997	40282628	40284625
Super_Scaffold0	1853	NW_VBSM01001886.1	1131	40285625	40286756
Super_Scaffold0	1854	NW_VBSM01001887.1	1102	40287756	40288858
Super_Scaffold0	1855	NW_VBSM01001888.1	5895	40289858	40295753
Super_Scaffold0	1856	NW_VBSM01001889.1	1064	40296753	40297817
Super_Scaffold0	1857	NW_VBSM01001890.1	1243	40298817	40300060
Super_Scaffold0	1858	NW_VBSM01001891.1	1764	40301060	40302824
Super_Scaffold0	1859	NW_VBSM01001892.1	1950	40303824	40305774
Super_Scaffold0	1860	NW_VBSM01001893.1	7908	40306774	40314682
Super_Scaffold0	1861	NW_VBSM01001894.1	1337	40315682	40317019
Super_Scaffold0	1862	NW_VBSM01001895.1	1472	40318019	40319491
Super_Scaffold0	1863	NW_VBSM01001896.1	1453	40320491	40321944
Super_Scaffold0	1864	NW_VBSM01001897.1	18399	40322944	40341343
Super_Scaffold0	1865	NW_VBSM01001898.1	1352	40342343	40343695
Super_Scaffold0	1866	NW_VBSM01001899.1	1598	40344695	40346293
Super_Scaffold0	1867	NW_VBSM01001900.1	1009	40347293	40348302
Super_Scaffold0	1868	NW_VBSM01001901.1	3194	40349302	40352496
Super_Scaffold0	1869	NW_VBSM01001902.1	2819	40353496	40356315
Super_Scaffold0	1870	NW_VBSM01001903.1	1154	40357315	40358469
Super_Scaffold0	1871	NW_VBSM01001904.1	1303	40359469	40360772
Super_Scaffold0	1872	NW_VBSM01001905.1	1073	40361772	40362845
Super_Scaffold0	1873	NW_VBSM01001906.1	5696	40363845	40369541
Super_Scaffold0	1874	NW_VBSM01001907.1	1109	40370541	40371650
Super_Scaffold0	1875	NW_VBSM01001908.1	1104	40372650	40373754
Super_Scaffold0	1876	NW_VBSM01001909.1	361127	40374754	40735881
Super_Scaffold0	1877	NW_VBSM01001910.1	1293	40736881	40738174
Super_Scaffold0	1878	NW_VBSM01001911.1	267782	40739174	41006956
Super_Scaffold0	1879	NW_VBSM01001912.1	3593	41007956	41011549
Super_Scaffold0	1880	NW_VBSM01001913.1	1082	41012549	41013631
Super_Scaffold0	1881	NW_VBSM01001914.1	1003	41014631	41015634
Super_Scaffold0	1882	NW_VBSM01001915.1	2214	41016634	41018848
Super_Scaffold0	1883	NW_VBSM01001916.1	1254	41019848	41021102
Super_Scaffold0	1884	NW_VBSM01001917.1	1510	41022102	41023612
Super_Scaffold0	1885	NW_VBSM01001918.1	1009	41024612	41025621
Super_Scaffold0	1886	NW_VBSM01001919.1	1069	41026621	41027690
Super_Scaffold0	1887	NW_VBSM01001920.1	1378	41028690	41030068
Super_Scaffold0	1888	NW_VBSM01001921.1	1159	41031068	41032227
Super_Scaffold0	1889	NW_VBSM01001922.1	2350	41033227	41035577
Super_Scaffold0	1890	NW_VBSM01001923.1	1326	41036577	41037903
Super_Scaffold0	1891	NW_VBSM01001924.1	1501	41038903	41040404
Super_Scaffold0	1892	NW_VBSM01001925.1	1002	41041404	41042406
Super_Scaffold0	1893	NW_VBSM01001926.1	1055	41043406	41044461
Super_Scaffold0	1894	NW_VBSM01001928.1	6143	41045461	41051604
Super_Scaffold0	1895	NW_VBSM01001929.1	1228	41052604	41053832
Super_Scaffold0	1896	NW_VBSM01001930.1	2596	41054832	41057428
Super_Scaffold0	1897	NW_VBSM01001931.1	1050	41058428	41059478
Super_Scaffold0	1898	NW_VBSM01001932.1	1204	41060478	41061682
Super_Scaffold0	1899	NW_VBSM01001933.1	1032	41062682	41063714
Super_Scaffold0	1900	NW_VBSM01001934.1	1502	41064714	41066216
Super_Scaffold0	1901	NW_VBSM01001935.1	1325	41067216	41068541
Super_Scaffold0	1902	NW_VBSM01001936.1	1247	41069541	41070788
Super_Scaffold0	1903	NW_VBSM01001937.1	3357	41071788	41075145
Super_Scaffold0	1904	NW_VBSM01001938.1	3648	41076145	41079793
Super_Scaffold0	1905	NW_VBSM01001939.1	1935	41080793	41082728
Super_Scaffold0	1906	NW_VBSM01001940.1	1798	41083728	41085526
Super_Scaffold0	1907	NW_VBSM01001941.1	1149	41086526	41087675
Super_Scaffold0	1908	NW_VBSM01001942.1	1131	41088675	41089806
Super_Scaffold0	1909	NW_VBSM01001943.1	1460	41090806	41092266
Super_Scaffold0	1910	NW_VBSM01001944.1	2663	41093266	41095929
Super_Scaffold0	1911	NW_VBSM01001945.1	1513	41096929	41098442
Super_Scaffold0	1912	NW_VBSM01001946.1	7271	41099442	41106713
Super_Scaffold0	1913	NW_VBSM01001947.1	1699	41107713	41109412
Super_Scaffold0	1914	NW_VBSM01001948.1	2002	41110412	41112414
Super_Scaffold0	1915	NW_VBSM01001949.1	2793	41113414	41116207
Super_Scaffold0	1916	NW_VBSM01001950.1	1356	41117207	41118563
Super_Scaffold0	1917	NW_VBSM01001951.1	1813	41119563	41121376
Super_Scaffold0	1918	NW_VBSM01001952.1	1144	41122376	41123520
Super_Scaffold0	1919	NW_VBSM01001953.1	1125	41124520	41125645
Super_Scaffold0	1920	NW_VBSM01001954.1	1210	41126645	41127855
Super_Scaffold0	1921	NW_VBSM01001955.1	2458	41128855	41131313
Super_Scaffold0	1922	NW_VBSM01001956.1	1109	41132313	41133422
Super_Scaffold0	1923	NW_VBSM01001957.1	2186	41134422	41136608
Super_Scaffold0	1924	NW_VBSM01001958.1	1868	41137608	41139476
Super_Scaffold0	1925	NW_VBSM01001959.1	1309	41140476	41141785
Super_Scaffold0	1926	NW_VBSM01001960.1	1245	41142785	41144030
Super_Scaffold0	1927	NW_VBSM01001961.1	2538	41145030	41147568
Super_Scaffold0	1928	NW_VBSM01001962.1	2994	41148568	41151562
Super_Scaffold0	1929	NW_VBSM01001963.1	1608	41152562	41154170
Super_Scaffold0	1930	NW_VBSM01001964.1	1668	41155170	41156838
Super_Scaffold0	1931	NW_VBSM01001965.1	1189	41157838	41159027
Super_Scaffold0	1932	NW_VBSM01001966.1	4926	41160027	41164953
Super_Scaffold0	1933	NW_VBSM01001967.1	1666	41165953	41167619
Super_Scaffold0	1934	NW_VBSM01001968.1	1032	41168619	41169651
Super_Scaffold0	1935	NW_VBSM01001969.1	1334	41170651	41171985
Super_Scaffold0	1936	NW_VBSM01001970.1	1010	41172985	41173995
Super_Scaffold0	1937	NW_VBSM01001971.1	1401	41174995	41176396
Super_Scaffold0	1938	NW_VBSM01001972.1	1084	41177396	41178480
Super_Scaffold0	1939	NW_VBSM01001973.1	4311	41179480	41183791
Super_Scaffold0	1940	NW_VBSM01001974.1	1276	41184791	41186067
Super_Scaffold0	1941	NW_VBSM01001975.1	1452	41187067	41188519
Super_Scaffold0	1942	NW_VBSM01001976.1	1548	41189519	41191067
Super_Scaffold0	1943	NW_VBSM01001977.1	1489	41192067	41193556
Super_Scaffold0	1944	NW_VBSM01001978.1	1441	41194556	41195997
Super_Scaffold0	1945	NW_VBSM01001980.1	1090	41196997	41198087
Super_Scaffold0	1946	NW_VBSM01001981.1	1011	41199087	41200098
Super_Scaffold0	1947	NW_VBSM01001982.1	1114	41201098	41202212
Super_Scaffold0	1948	NW_VBSM01001983.1	1254	41203212	41204466
Super_Scaffold0	1949	NW_VBSM01001984.1	1440	41205466	41206906
Super_Scaffold0	1950	NW_VBSM01001985.1	1244	41207906	41209150
Super_Scaffold0	1951	NW_VBSM01001986.1	1790	41210150	41211940
Super_Scaffold0	1952	NW_VBSM01001987.1	1087	41212940	41214027
Super_Scaffold0	1953	NW_VBSM01001988.1	3452	41215027	41218479
Super_Scaffold0	1954	NW_VBSM01001989.1	1356	41219479	41220835
Super_Scaffold0	1955	NW_VBSM01001990.1	1797	41221835	41223632
Super_Scaffold0	1956	NW_VBSM01001991.1	1321	41224632	41225953
Super_Scaffold0	1957	NW_VBSM01001992.1	1191	41226953	41228144
Super_Scaffold0	1958	NW_VBSM01001993.1	1600	41229144	41230744
Super_Scaffold0	1959	NW_VBSM01001994.1	1945	41231744	41233689
Super_Scaffold0	1960	NW_VBSM01001995.1	1230	41234689	41235919
Super_Scaffold0	1961	NW_VBSM01001996.1	1234	41236919	41238153
Super_Scaffold0	1962	NW_VBSM01001997.1	2051	41239153	41241204
Super_Scaffold0	1963	NW_VBSM01001998.1	1250	41242204	41243454
Super_Scaffold0	1964	NW_VBSM01001999.1	1346	41244454	41245800
Super_Scaffold0	1965	NW_VBSM01002000.1	3905	41246800	41250705
Super_Scaffold0	1966	NW_VBSM01002001.1	1359	41251705	41253064
Super_Scaffold0	1967	NW_VBSM01002002.1	1605	41254064	41255669
Super_Scaffold0	1968	NW_VBSM01002003.1	1024	41256669	41257693
Super_Scaffold0	1969	NW_VBSM01002004.1	1021	41258693	41259714
Super_Scaffold0	1970	NW_VBSM01002005.1	1832	41260714	41262546
Super_Scaffold0	1971	NW_VBSM01002006.1	1357	41263546	41264903
Super_Scaffold0	1972	NW_VBSM01002007.1	1333	41265903	41267236
Super_Scaffold0	1973	NW_VBSM01002008.1	1071	41268236	41269307
Super_Scaffold0	1974	NW_VBSM01002009.1	1106	41270307	41271413
Super_Scaffold0	1975	NW_VBSM01002010.1	1432	41272413	41273845
Super_Scaffold0	1976	NW_VBSM01002011.1	1058	41274845	41275903
Super_Scaffold0	1977	NW_VBSM01002012.1	2610	41276903	41279513
Super_Scaffold0	1978	NW_VBSM01002013.1	1102	41280513	41281615
Super_Scaffold0	1979	NW_VBSM01002014.1	1206	41282615	41283821
Super_Scaffold0	1980	NW_VBSM01002015.1	1068	41284821	41285889
Super_Scaffold0	1981	NW_VBSM01002016.1	5280	41286889	41292169
Super_Scaffold0	1982	NW_VBSM01002017.1	6754	41293169	41299923
Super_Scaffold0	1983	NW_VBSM01002018.1	1263	41300923	41302186
Super_Scaffold0	1984	NW_VBSM01002019.1	1826	41303186	41305012
Super_Scaffold0	1985	NW_VBSM01002020.1	1660	41306012	41307672
Super_Scaffold0	1986	NW_VBSM01002021.1	1168	41308672	41309840
Super_Scaffold0	1987	NW_VBSM01002022.1	1224	41310840	41312064
Super_Scaffold0	1988	NW_VBSM01002023.1	2372	41313064	41315436
Super_Scaffold0	1989	NW_VBSM01002024.1	1498	41316436	41317934
Super_Scaffold0	1990	NW_VBSM01002025.1	3798	41318934	41322732
Super_Scaffold0	1991	NW_VBSM01002026.1	2915	41323732	41326647
Super_Scaffold0	1992	NW_VBSM01002027.1	1224	41327647	41328871
Super_Scaffold0	1993	NW_VBSM01002028.1	1175	41329871	41331046
Super_Scaffold0	1994	NW_VBSM01002029.1	3239	41332046	41335285
Super_Scaffold0	1995	NW_VBSM01002030.1	2244	41336285	41338529
Super_Scaffold0	1996	NW_VBSM01002031.1	1093	41339529	41340622
Super_Scaffold0	1997	NW_VBSM01002032.1	2250	41341622	41343872
Super_Scaffold0	1998	NW_VBSM01002033.1	2225	41344872	41347097
Super_Scaffold0	1999	NW_VBSM01002034.1	1855	41348097	41349952
Super_Scaffold0	2000	NW_VBSM01002036.1	1302	41350952	41352254
Super_Scaffold0	2001	NW_VBSM01002037.1	1901	41353254	41355155
Super_Scaffold0	2002	NW_VBSM01002038.1	1668	41356155	41357823
Super_Scaffold0	2003	NW_VBSM01002039.1	2339	41358823	41361162
Super_Scaffold0	2004	NW_VBSM01002040.1	1542	41362162	41363704
Super_Scaffold0	2005	NW_VBSM01002041.1	1667	41364704	41366371
Super_Scaffold0	2006	NW_VBSM01002042.1	1147	41367371	41368518
Super_Scaffold0	2007	NW_VBSM01002043.1	1065	41369518	41370583
Super_Scaffold0	2008	NW_VBSM01002044.1	1339	41371583	41372922
Super_Scaffold0	2009	NW_VBSM01002045.1	1657	41373922	41375579
Super_Scaffold0	2010	NW_VBSM01002046.1	1258	41376579	41377837
Super_Scaffold0	2011	NW_VBSM01002047.1	1121	41378837	41379958
Super_Scaffold0	2012	NW_VBSM01002048.1	1101	41380958	41382059
Super_Scaffold0	2013	NW_VBSM01002049.1	177272	41383059	41560331
Super_Scaffold0	2014	NW_VBSM01002050.1	1164	41561331	41562495
Super_Scaffold0	2015	NW_VBSM01002051.1	1302	41563495	41564797
Super_Scaffold0	2016	NW_VBSM01002052.1	1246	41565797	41567043
Super_Scaffold0	2017	NW_VBSM01002053.1	1349	41568043	41569392
Super_Scaffold0	2018	NW_VBSM01002054.1	1258	41570392	41571650
Super_Scaffold0	2019	NW_VBSM01002055.1	1607	41572650	41574257
Super_Scaffold0	2020	NW_VBSM01002056.1	2333	41575257	41577590
Super_Scaffold0	2021	NW_VBSM01002057.1	1273	41578590	41579863
Super_Scaffold0	2022	NW_VBSM01002058.1	3493	41580863	41584356
